MS,commit,author,date,message,branch
26008,548754e,csokaimola,"Wed Apr 21 12:46:56 2021 +0200","update report",""
26008,020cbb1,csokaimola,"Tue Apr 20 12:30:27 2021 +0200","add report",""
26008,9623016,csokaimola,"Tue Apr 20 12:07:59 2021 +0200","add manuscript",""
26008,5c5cf51,csokaimola,"Wed Apr 14 14:25:39 2021 +0200","add files from https://zenodo.org/record/4681085 v2",""
26008,43451ff,Miklos Koren,"Thu Apr 1 16:34:09 2021 +0200","Fix typo, add response"," (origin/version1)"
26008,26b5fcb,Miklos Koren,"Thu Apr 1 16:33:11 2021 +0200","Edit report",""
26008,5f65c6a,Gergely Attila Kiss,"Mon Mar 22 12:35:47 2021 +0100","add report",""
26008,8795018,Gergely Attila Kiss,"Mon Mar 22 10:57:43 2021 +0100","add files from zenodo/4587275",""
28352,f258da4,Gergely Attila Kiss,"Sun Apr 25 11:21:57 2021 +0200","unpack new version"," (HEAD -> author, tag: accepted, origin/author, origin/HEAD)"
28352,4632c6e,Gergely Attila Kiss,"Sun Apr 25 11:45:05 2021 +0200","update report"," (origin/version3)"
28352,d6b9424,Gergely Attila Kiss,"Sun Apr 25 11:21:57 2021 +0200","unpack new version",""
28352,8679f79,Miklos Koren,"Sat Apr 17 11:57:54 2021 +0200","Update report"," (origin/version2)"
28352,29925ce,Miklos Koren,"Sat Apr 17 11:53:42 2021 +0200","Merge branch 'author' into version2",""
28352,3e74663,Miklos Koren,"Sat Apr 17 11:52:25 2021 +0200","Merge branch 'author' of github.com:restud-replication-packages/28352 into author",""
28352,690743b,Miklos Koren,"Sat Apr 17 11:52:07 2021 +0200","Add files from https://zenodo.org/record/4665940/files/Replication.zip?download=1",""
28352,f57941f,Gergely Attila Kiss,"Sun Apr 11 19:49:02 2021 +0200","update readme",""
28352,35bab15,Gergely Attila Kiss,"Sun Apr 11 19:19:06 2021 +0200","unpack production.zip",""
28352,44fb0cb,Gergely Attila Kiss,"Sun Apr 11 19:09:48 2021 +0200","update with submitted package",""
28352,af10d9e,Miklos Koren,"Thu Apr 1 19:20:24 2021 +0200","Edit report, send to author"," (origin/version1)"
28352,7568aac,csokaimola,"Wed Mar 24 14:25:48 2021 +0100","add report",""
28352,af2750d,csokaimola,"Wed Mar 24 12:53:20 2021 +0100","add files from Trello attachment",""
24921,381dd17,Gergely Attila Kiss,"Mon May 10 17:55:33 2021 +0200","update report"," (origin/version2)"
24921,c4ca85e,Gergely Attila Kiss,"Mon May 10 17:18:07 2021 +0200","update to zenodo version2"," (HEAD -> author, tag: accepted, origin/author, origin/HEAD)"
24921,03b0e8b,Miklos Koren,"Thu Apr 29 15:20:13 2021 +0200","Edit report, send to author"," (origin/version1)"
24921,b349cd1,Miklos Koren,"Wed Apr 21 16:05:03 2021 +0200","Add files from zenodo/4683477",""
24921,11b1b14,Gergely Attila Kiss,"Mon Apr 19 21:46:54 2021 +0200","add report",""
24921,f4ecc26,Gergely Attila Kiss,"Mon Apr 19 10:54:16 2021 +0200","initial commit",""
28091,26cef35,Gergely Attila Kiss,"Fri Jun 18 08:07:48 2021 +0200","update report"," (tag: accepted, origin/version2)"
28091,b7e9d22,Gergely Attila Kiss,"Thu Jun 17 22:56:38 2021 +0200","update to zenodo v2"," (origin/author)"
28091,af3250e,Miklos Koren,"Wed May 12 21:12:01 2021 +0200","Edit report, send to author"," (HEAD -> version1, origin/version1, origin/HEAD)"
28091,eb49e08,Gergely Attila Kiss,"Mon May 10 11:02:23 2021 +0200","add notebook pdf-s and update report",""
28091,f7add34,Gergely Attila Kiss,"Thu Apr 29 18:18:38 2021 +0200","add report",""
28091,97f6679,Gergely Attila Kiss,"Thu Apr 29 17:10:15 2021 +0200","initial commit",""
27512,4268e4d,Gergely Attila Kiss,"Wed May 19 11:21:26 2021 +0200","update report"," (origin/version2)"
27512,3f1e71d,Gergely Attila Kiss,"Wed May 19 11:13:24 2021 +0200","update to zenodo version2"," (tag: accepted, origin/author)"
27512,8eb7ad3,Gergely Attila Kiss,"Fri Apr 30 13:26:36 2021 +0200","add report"," (HEAD -> version1, origin/version1, origin/HEAD)"
27512,f4c7d31,Gergely Attila Kiss,"Fri Apr 30 13:21:19 2021 +0200","run codes",""
27512,a011cf9,Gergely Attila Kiss,"Fri Apr 30 12:56:00 2021 +0200","initial commit",""
28638,cba1abe,Gergely Attila Kiss,"Wed May 12 20:23:59 2021 +0200","check codes and update report"," (origin/version2)"
28638,6fc1867,Gergely Attila Kiss,"Wed May 12 18:56:46 2021 +0200","update to zenodo version2"," (HEAD -> author, tag: accepted, origin/author, origin/HEAD)"
28638,4588b27,Miklos Koren,"Fri May 7 18:25:47 2021 +0200","Edit report, send to author"," (origin/version1)"
28638,2d5cb17,Gergely Attila Kiss,"Fri Apr 30 18:06:48 2021 +0200","run some codes and add report",""
28638,af5cf97,Gergely Attila Kiss,"Fri Apr 30 15:09:49 2021 +0200","initial commit",""
28191,23551a6,Gergely Attila Kiss,"Fri Jun 4 12:48:37 2021 +0200","update report"," (origin/version3)"
28191,8712181,Gergely Attila Kiss,"Fri Jun 4 12:17:21 2021 +0200","update to zenodo v4"," (HEAD -> author, tag: accepted, origin/author, origin/HEAD)"
28191,c91a2c9,Miklos Koren,"Wed May 26 16:13:12 2021 +0200","Edit report, send to author"," (origin/version2)"
28191,faf2ad8,Gergely Attila Kiss,"Wed May 26 13:55:24 2021 +0200","there is a missing tollbox in the read me",""
28191,4f7e20b,Gergely Attila Kiss,"Wed May 26 13:43:56 2021 +0200","update report",""
28191,bc111af,Gergely Attila Kiss,"Wed May 26 13:24:53 2021 +0200","update to zenodo version3",""
28191,8f518cb,Miklos Koren,"Fri May 7 18:37:42 2021 +0200","Edit report, send to author"," (origin/version1)"
28191,20570a0,Gergely Attila Kiss,"Mon May 3 10:22:28 2021 +0200","run some codes and add report",""
28191,8506384,Gergely Attila Kiss,"Sun May 2 13:46:07 2021 +0200","initial commit",""
22272,2898cdd,Gergely Attila Kiss,"Thu Jun 17 17:05:23 2021 +0200","update report"," (tag: accepted, origin/version3)"
22272,30ee8fa,Gergely Attila Kiss,"Thu Jun 17 16:58:42 2021 +0200","update to zenodo v3"," (HEAD -> author, origin/author, origin/HEAD)"
22272,e635bac,Gergely Attila Kiss,"Wed Jun 9 15:04:33 2021 +0200","run MASTER.do and update report"," (origin/version2)"
22272,e32029f,Gergely Attila Kiss,"Wed Jun 9 14:47:14 2021 +0200","update to zenodo version2",""
22272,aae8ede,Miklos Koren,"Wed May 19 16:44:58 2021 +0200","Edit report, send to author"," (origin/version1)"
22272,e33ff5d,Gergely Attila Kiss,"Wed May 12 12:34:20 2021 +0200","run MASTER.do and add report",""
22272,d240081,Gergely Attila Kiss,"Wed May 12 12:09:15 2021 +0200","initial commit",""
26128,d684d11,Gergely Attila Kiss,"Wed May 26 15:50:52 2021 +0200","update report, they added what we asked"," (origin/version2)"
26128,af699a0,Gergely Attila Kiss,"Wed May 26 15:19:11 2021 +0200","update to zenodo version 2.0.0"," (HEAD -> author, tag: accepted, origin/author, origin/HEAD)"
26128,5bd4110,Miklos Koren,"Wed May 12 21:39:23 2021 +0200","Edit report, send to author"," (origin/version1)"
26128,2b814ac,Gergely Attila Kiss,"Wed May 12 18:15:52 2021 +0200","add report",""
26128,bba882b,Gergely Attila Kiss,"Wed May 12 18:12:43 2021 +0200","initial commit",""
27511,47588c1,Gergely Attila Kiss,"Wed May 26 15:04:05 2021 +0200","update report"," (origin/version2)"
27511,eb0d387,Gergely Attila Kiss,"Wed May 26 14:53:57 2021 +0200","update to zenodo version 3"," (HEAD -> author, tag: accepted, origin/author, origin/HEAD)"
27511,a57fca7,Miklos Koren,"Wed May 19 16:36:00 2021 +0200","Edit report, send to author"," (origin/version1)"
27511,26ae1b4,Gergely Attila Kiss,"Wed May 12 18:53:42 2021 +0200","run codes and add report",""
27511,99c90cf,Gergely Attila Kiss,"Wed May 12 18:27:16 2021 +0200","initial commit",""
24181,f1430d2,Gergely Attila Kiss,"Thu Jun 17 16:46:57 2021 +0200","update report"," (tag: accepted, origin/version2)"
24181,7fa10d1,Gergely Attila Kiss,"Thu Jun 17 16:14:30 2021 +0200","update to zenodo v2"," (HEAD -> author, origin/author, origin/HEAD)"
24181,1ee8e5f,Miklos Koren,"Wed May 26 15:59:23 2021 +0200","Edit report, send to author"," (origin/version1)"
24181,087d96d,csokaimola,"Wed May 26 12:45:13 2021 +0200","edit report",""
24181,98fc47a,csokaimola,"Wed May 26 12:38:11 2021 +0200","add report",""
24181,fa06f2d,csokaimola,"Wed May 26 12:03:34 2021 +0200","add files from https://zenodo.org/record/4779804#.YK4ZsKGxXIU",""
28063,03ca35f,Gergely Attila Kiss,"Thu Jun 24 21:42:51 2021 +0200","update report"," (tag: accepted, origin/version3)"
28063,6c9f648,Gergely Attila Kiss,"Wed Jun 9 14:43:49 2021 +0200","update report"," (origin/version2)"
28063,d7a3753,Gergely Attila Kiss,"Wed Jun 9 14:20:49 2021 +0200","update to zenodo v2"," (HEAD -> author, origin/author, origin/HEAD)"
28063,7d25e1b,Miklos Koren,"Wed Jun 2 16:12:46 2021 +0200","Edit report, send to author"," (origin/version1)"
28063,6b6d189,Gergely Attila Kiss,"Wed May 26 16:19:10 2021 +0200","run some codes and add report",""
28063,724e4b6,Gergely Attila Kiss,"Wed May 26 15:53:28 2021 +0200","initial commit",""
28130,86d24d249,Gergely Attila Kiss,"Fri Jun 18 07:52:02 2021 +0200","update report"," (tag: accepted, origin/version3)"
28130,2b3f17efc,Gergely Attila Kiss,"Thu Jun 17 22:24:16 2021 +0200","update to zenodo v3"," (HEAD -> author, origin/author, origin/HEAD)"
28130,8a7d3231b,Miklos Koren,"Wed Jun 9 23:35:19 2021 +0200","Edit report, send to author"," (origin/version2)"
28130,1c2b218dc,Gergely Attila Kiss,"Wed Jun 9 22:06:45 2021 +0200","update report",""
28130,3b85946e1,Gergely Attila Kiss,"Wed Jun 9 21:11:27 2021 +0200","update to zenodo v2",""
28130,5a3256296,Miklos Koren,"Wed Jun 2 15:45:24 2021 +0200","Edit report, send to author"," (origin/version1)"
28130,63d04e404,Gergely Attila Kiss,"Thu May 27 14:52:59 2021 +0200","run some codes and add report",""
28130,f895eb1d4,Gergely Attila Kiss,"Thu May 27 10:04:22 2021 +0200","initial commit v2",""
28130,b482db331,Gergely Attila Kiss,"Wed May 26 16:32:22 2021 +0200","remove package as the zenodo link goes to a different package",""
28130,bf0ff0bb1,Gergely Attila Kiss,"Wed May 26 16:23:11 2021 +0200","initial commit",""
29277,756542f,Gergely Attila Kiss,"Wed Jul 14 16:26:45 2021 +0200","update report"," (tag: accepted, origin/version3)"
29277,2b53f9a,Gergely Attila Kiss,"Wed Jul 14 16:11:12 2021 +0200","update to zenodo v3"," (HEAD -> author, origin/author, origin/HEAD)"
29277,5bbd52b,Miklos Koren,"Wed Jul 7 14:14:59 2021 +0200","Resolve conflict"," (origin/version2)"
29277,0c64a5f,Miklos Koren,"Wed Jul 7 14:10:59 2021 +0200","Report",""
29277,90efef1,Miklos Koren,"Wed Jul 7 14:10:59 2021 +0200","Report",""
29277,93909a6,Miklos Koren,"Wed Jul 7 13:54:19 2021 +0200","Resolve conflict"," (origin/version1)"
29277,4bc93a6,Miklos Koren,"Wed Jun 9 13:04:05 2021 +0200","Edit report",""
29277,6d61985,csokaimola,"Wed Jun 23 18:58:39 2021 +0200","update report",""
29277,5781af8,Gergely Attila Kiss,"Wed Jun 23 18:08:37 2021 +0200","update report",""
29277,86c33a1,Gergely Attila Kiss,"Wed Jun 23 18:07:50 2021 +0200","update report",""
29277,96935fc,Gergely Attila Kiss,"Wed Jun 23 17:28:57 2021 +0200","update to zenodo v2",""
29277,60485e5,Miklos Koren,"Wed Jun 9 13:04:05 2021 +0200","Edit report",""
29277,23e4a73,Gergely Attila Kiss,"Fri Jun 4 13:52:32 2021 +0200","create report.yaml",""
29277,fab43ae,Gergely Attila Kiss,"Fri Jun 4 13:13:27 2021 +0200","run MakerPaper.py",""
29277,01e8db2,Gergely Attila Kiss,"Fri Jun 4 12:50:16 2021 +0200","initial commit",""
25310,04a5f1f,Gergely Attila Kiss,"Mon Aug 2 14:04:31 2021 +0200","update report"," (tag: accepted, origin/version2)"
25310,468bad0,Gergely Attila Kiss,"Mon Aug 2 14:03:54 2021 +0200","run codes and add report",""
25310,48d5b0f,Gergely Attila Kiss,"Mon Aug 2 12:53:43 2021 +0200","add files for gitattributes",""
25310,355ee69,Miklos Koren,"Fri Jul 30 19:55:26 2021 +0200","Download from OpenICPSR",""
25310,cf25708,Gergely Attila Kiss,"Thu Jul 22 17:51:17 2021 +0200","run scf codes and update report",""
25310,92788e4,Gergely Attila Kiss,"Thu Jul 22 16:40:39 2021 +0200","update to zenodov2"," (HEAD -> author, origin/author, origin/HEAD)"
25310,8682c3c,Miklos Koren,"Fri Jul 9 14:28:38 2021 +0200","Report"," (origin/version1)"
25310,551513a,Miklos Koren,"Fri Jul 9 12:51:15 2021 +0200","Edit report",""
25310,128ff5c,Gergely Attila Kiss,"Thu Jun 24 19:54:34 2021 +0200","run codes and add report",""
25310,20f42de,Gergely Attila Kiss,"Sun Jun 13 12:03:20 2021 +0200","initial commit",""
24402,6d7ab31,Gergely Attila Kiss,"Thu Aug 19 19:03:54 2021 +0200","update report"," (origin/version2)"
24402,562c3c6,Gergely Attila Kiss,"Thu Aug 19 18:53:39 2021 +0200","update to zenodo v1"," (HEAD -> author, tag: accepted, origin/author, origin/HEAD)"
24402,6d8e976,Gergely Attila Kiss,"Tue Aug 10 12:16:27 2021 +0200","Merge branch 'author' of github.com:restud-replication-packages/24402 into author",""
24402,6381b2f,Gergely Attila Kiss,"Tue Aug 10 12:02:37 2021 +0200","add files from Prodcution.zip",""
24402,6dc6f52,Miklos Koren,"Thu Jun 24 21:19:28 2021 +0200","Edit report, send to author"," (origin/version1)"
24402,b860656,Miklos Koren,"Thu Jun 24 19:56:00 2021 +0200","Remove license report from author package",""
24402,78c4309,Gergely Attila Kiss,"Tue Jun 15 13:34:31 2021 +0200","update report",""
24402,aaa96eb,Gergely Attila Kiss,"Tue Jun 15 13:32:18 2021 +0200","run codes and add report",""
24402,d35eab3,Gergely Attila Kiss,"Tue Jun 15 10:21:36 2021 +0200","initial commit with license-report",""
27021,7c80577,Gergely Attila Kiss,"Thu Jul 22 14:51:40 2021 +0200","update repoort"," (tag: accepted, origin/version3)"
27021,2cef3f1,Gergely Attila Kiss,"Wed Jul 21 15:55:05 2021 +0200","update to zenodo v3"," (HEAD -> author, origin/author, origin/HEAD)"
27021,0791946,Gergely Attila Kiss,"Wed Jul 7 15:45:12 2021 +0200","update report"," (origin/version2)"
27021,2a97ac2,Gergely Attila Kiss,"Wed Jul 7 15:43:59 2021 +0200","update report",""
27021,83cb6cc,Gergely Attila Kiss,"Wed Jul 7 14:59:22 2021 +0200","update report",""
27021,26bdec4,Gergely Attila Kiss,"Wed Jul 7 12:49:54 2021 +0200","update to zenodo v2",""
27021,d1d15b5,Miklos Koren,"Thu Jun 24 23:10:39 2021 +0200","Report"," (origin/version1)"
27021,1ed8ab8,Gergely Attila Kiss,"Fri Jun 18 08:41:54 2021 +0200","update report",""
27021,7b397b7,Gergely Attila Kiss,"Fri Jun 18 08:40:34 2021 +0200","run codes",""
27021,2cd8047,Gergely Attila Kiss,"Thu Jun 17 23:00:54 2021 +0200","initial commit",""
27079,3d1fdbb,Gergely Attila Kiss,"Wed Jul 14 20:08:22 2021 +0200","update report"," (tag: accepted, origin/version2)"
27079,6115938,Gergely Attila Kiss,"Wed Jul 14 19:55:41 2021 +0200","update to zenodo v2"," (HEAD -> author, origin/author, origin/HEAD)"
27079,88c758b,Miklos Koren,"Fri Jul 9 13:06:56 2021 +0200","Edit report"," (origin/version1)"
27079,e161570,Miklos Koren,"Fri Jul 9 13:06:24 2021 +0200","Report",""
27079,7e92900,Miklos Koren,"Wed Jul 7 13:49:57 2021 +0200","Download from Zenodo",""
27079,b4467b9,Gergely Attila Kiss,"Sat Jun 19 12:14:24 2021 +0200","add report and check codes",""
27079,88ba566,Gergely Attila Kiss,"Sat Jun 19 11:22:16 2021 +0200","initial commit",""
27690,3e6208d,Gergely Attila Kiss,"Mon Aug 9 13:26:19 2021 +0200","update readme"," (tag: accepted, origin/version2)"
27690,f4e0808,Gergely Attila Kiss,"Wed Jul 14 20:19:30 2021 +0200","update report",""
27690,6d60bf7,Gergely Attila Kiss,"Wed Jul 14 20:14:46 2021 +0200","update to zenodo v2",""
27690,d2c720a,Miklos Koren,"Wed Jul 7 14:31:18 2021 +0200","Report"," (HEAD -> version1, origin/version1, origin/HEAD)"
27690,a366c40,Miklos Koren,"Wed Jul 7 14:30:16 2021 +0200","Report",""
27690,592485c,Gergely Attila Kiss,"Sat Jun 19 16:30:06 2021 +0200","update report",""
27690,7b36c8c,Gergely Attila Kiss,"Sat Jun 19 16:28:26 2021 +0200","add report run the first part of the code",""
27690,2215dbd,Gergely Attila Kiss,"Sat Jun 19 13:08:10 2021 +0200","initial commit"," (origin/author)"
27007,e1f3230,csokaimola,"Mon Aug 9 13:48:41 2021 +0200","update report"," (origin/version2)"
27007,f47535e,csokaimola,"Mon Aug 9 10:23:26 2021 +0200","add updated package"," (HEAD -> author, origin/author, origin/HEAD)"
27007,6a9ac52,Miklos Koren,"Wed Jul 7 14:37:30 2021 +0200","Report"," (origin/version1)"
27007,23ea257,Miklos Koren,"Wed Jul 7 14:37:19 2021 +0200","Report",""
27007,d46c841,Gergely Attila Kiss,"Wed Jun 23 17:17:35 2021 +0200","run codes and add report",""
27007,42aa847,Gergely Attila Kiss,"Wed Jun 23 16:27:04 2021 +0200","initial commit",""
24240,eb087cc,csokaimola,"Wed Jul 14 14:44:32 2021 +0200","update report"," (tag: accepted, origin/version2)"
24240,57ab96e,csokaimola,"Wed Jul 14 14:40:28 2021 +0200","add version2 package"," (HEAD -> author, origin/author, origin/HEAD)"
24240,b2b750d,Miklos Koren,"Fri Jul 9 13:53:43 2021 +0200","Report"," (origin/version1)"
24240,d2f2b48,csokaimola,"Thu Jul 8 11:29:15 2021 +0200","edit report",""
24240,b28821c,Gergely Attila Kiss,"Wed Jul 7 20:16:19 2021 +0200","add first runs and report base",""
24240,c9e53bf,Gergely Attila Kiss,"Wed Jul 7 16:29:34 2021 +0200","initial commit",""
23961,f31bb42,Gergely Attila Kiss,"Wed Jul 14 16:05:09 2021 +0200","update report"," (tag: accepted, origin/version2)"
23961,73d9f95,Gergely Attila Kiss,"Wed Jul 14 15:07:11 2021 +0200","update to zenodo v1.0.1"," (HEAD -> author, origin/author, origin/HEAD)"
23961,1df75b9,Miklos Koren,"Fri Jul 9 14:03:19 2021 +0200","Report"," (origin/version1)"
23961,91939c4,Gergely Attila Kiss,"Wed Jul 7 21:14:11 2021 +0200","add report",""
23961,2ce320f,Gergely Attila Kiss,"Wed Jul 7 20:17:50 2021 +0200","initial commit",""
24700,dd2bd2b,Gergely Attila Kiss,"Thu Jul 22 15:26:45 2021 +0200","update report"," (tag: accepted, origin/version2)"
24700,89619d4,Gergely Attila Kiss,"Thu Jul 22 15:12:33 2021 +0200","update to zenodo v2"," (origin/author)"
24700,783ace5,Miklos Koren,"Fri Jul 9 14:19:15 2021 +0200","Report"," (HEAD -> version1, origin/version1, origin/HEAD)"
24700,6aaedb6,Gergely Attila Kiss,"Thu Jul 8 14:57:32 2021 +0200","run codes and add report",""
24700,c54b7de,Gergely Attila Kiss,"Thu Jul 8 09:20:52 2021 +0200","add report",""
24700,8ecae64,Gergely Attila Kiss,"Thu Jul 8 08:28:22 2021 +0200","initial commit",""
25338,89bb334,csokaimola,"Wed Sep 22 11:27:44 2021 +0200","update report"," (tag: accepted, origin/version4)"
25338,6e26a85,csokaimola,"Wed Sep 22 11:17:38 2021 +0200","add files from zenodo v4"," (HEAD -> author, origin/author, origin/HEAD)"
25338,612ae69,Miklos Koren,"Tue Sep 14 16:40:00 2021 +0200","Report"," (origin/version3)"
25338,2c104eb,csokaimola,"Thu Sep 2 11:47:49 2021 +0200","add manuscript",""
25338,510fe1f,csokaimola,"Thu Sep 2 11:40:52 2021 +0200","lfs",""
25338,f8b2508,csokaimola,"Thu Sep 2 11:38:58 2021 +0200","run codes, modify paths to C:\Users\csokaimola**",""
25338,83532e3,csokaimola,"Thu Sep 2 11:37:42 2021 +0200","add report (including comments to Miklos)",""
25338,d04103d,csokaimola,"Wed Sep 1 14:52:42 2021 +0200","add version3 files",""
25338,54c418e,Miklos Koren,"Wed Aug 18 17:38:18 2021 +0200","Report"," (origin/version2)"
25338,dc07b97,Gergely Attila Kiss,"Fri Aug 13 10:14:08 2021 +0200","run codes and update report",""
25338,8325e8e,Gergely Attila Kiss,"Thu Aug 12 12:15:09 2021 +0200","update to zenodo v2",""
25338,e3bce3f,Miklos Koren,"Fri Jul 9 14:07:45 2021 +0200","Report"," (origin/version1)"
25338,18713ef,Miklos Koren,"Fri Jul 9 14:07:01 2021 +0200","Report",""
25338,5c3cd9e,csokaimola,"Thu Jul 8 12:36:32 2021 +0200","add report",""
25338,c99588d,csokaimola,"Thu Jul 8 12:05:20 2021 +0200","iniadd files from https://zenodo.org/record/5041398#.YObIWzqxWEB LFS",""
27827,171e1f6,Gergely Attila Kiss,"Wed Sep 22 10:57:32 2021 +0200","update to zenodo version"," (HEAD -> author, origin/author, origin/HEAD)"
27827,4dc449b,Miklos Koren,"Fri Jul 9 12:41:24 2021 +0200","Add files sent by authors in email",""
27827-1,fe8a437,Gergely Attila Kiss,"Wed Sep 22 11:04:57 2021 +0200","update report"," (tag: accepted, origin/version3)"
27827-1,6d0bc99,Gergely Attila Kiss,"Wed Sep 22 11:02:52 2021 +0200","update to zenodo version"," (origin/author)"
27827-1,cc529c0,Miklos Koren,"Tue Aug 31 18:35:57 2021 +0200","Version that runs"," (origin/version2)"
27827-1,b4b8dbf,Miklos Koren,"Tue Aug 31 17:42:00 2021 +0200","Use static libraries",""
27827-1,6b3dd40,Miklos Koren,"Tue Aug 31 12:17:29 2021 +0200","Try new dockerfile",""
27827-1,1c5c285,Miklos Koren,"Mon Jul 12 17:58:42 2021 +0200","Cherry pick Dockerfile and Cmakelist from version1",""
27827-1,39be6aa,Miklos Koren,"Tue Aug 31 12:19:14 2021 +0200","Version 2 from authors"," (HEAD -> main, origin/main, origin/HEAD)"
27827-1,1118f85,Miklos Koren,"Tue Aug 31 12:17:29 2021 +0200","Try new dockerfile"," (origin/version1)"
27827-1,74889a1,Gergely Attila Kiss,"Mon Aug 9 13:53:39 2021 +0200","update to package recieved 26jul21",""
27827-1,f4e6ae5,Miklos Koren,"Mon Jul 12 18:00:48 2021 +0200","Merge branch 'version1' of github.com:restud-replication-packages/27827-1 into version1",""
27827-1,d5746c9,Miklos Koren,"Mon Jul 12 18:00:33 2021 +0200","Report",""
27827-1,855006b,Miklos Koren,"Mon Jul 12 17:58:42 2021 +0200","Try with Docker",""
27827-1,77314c1,Gergely Attila Kiss,"Wed Jul 7 16:23:28 2021 +0200","add error messages to report",""
27827-1,4af528b,Gergely Attila Kiss,"Wed Jul 7 16:17:30 2021 +0200","add report and compiled build-folder",""
27827-1,ab86666,Gergely Attila Kiss,"Wed Jul 7 15:21:19 2021 +0200","final .gitigonre",""
27827-1,da68983,Gergely Attila Kiss,"Wed Jul 7 15:16:28 2021 +0200","add final(?) .gitignore",""
27827-1,c989539,Gergely Attila Kiss,"Wed Jul 7 15:14:39 2021 +0200","update .gitignore",""
27827-1,ea31b28,Gergely Attila Kiss,"Wed Jul 7 15:13:22 2021 +0200","add .gitignore",""
27827-1,9dfb843,Gergely Attila Kiss,"Wed Jul 7 12:10:06 2021 +0200","initial commit",""
27827-1,a9d9d01,gergelyattilakiss,"Wed Jul 7 13:08:04 2021 +0300","Initial commit",""
AEJApp-2020-0615,40fc02a,Miklos Koren,"Tue Jul 13 11:40:37 2021 +0200","Download files from ICPSR"," (HEAD -> author, origin/author, origin/HEAD)"
29023,ff63bab,Gergely Attila Kiss,"Fri Nov 12 12:49:20 2021 +0100","update to zenodo v3: Nov 5, 2021"," (HEAD -> author, origin/author, origin/HEAD)"
29023,09d13d1,Gergely Attila Kiss,"Sat Oct 23 19:57:32 2021 +0200","update report"," (tag: accepted, origin/version4)"
29023,e4af5d9,Gergely Attila Kiss,"Sat Oct 23 19:54:41 2021 +0200","run codes",""
29023,8564fa6,Gergely Attila Kiss,"Sat Oct 23 19:39:21 2021 +0200","update to zenodo v2",""
29023,b8fb214,Miklos Koren,"Tue Oct 5 22:49:58 2021 +0200","Report"," (origin/version3)"
29023,f0cfd0d,Imola Csóka,"Tue Sep 7 22:26:08 2021 +0200","Update report.yaml",""
29023,124b676,csokaimola,"Tue Sep 7 22:15:28 2021 +0200","update report",""
29023,70406c7,csokaimola,"Tue Sep 7 21:50:12 2021 +0200","add updated README sent by email",""
29023,98a7dcc,Miklos Koren,"Wed Aug 18 16:54:31 2021 +0200","Report"," (origin/version2)"
29023,7108013,Gergely Attila Kiss,"Mon Aug 9 17:13:18 2021 +0200","update report",""
29023,7620371,Gergely Attila Kiss,"Mon Aug 9 12:43:51 2021 +0200","run codes and update report",""
29023,d26310f,Gergely Attila Kiss,"Mon Aug 9 12:30:49 2021 +0200","update to zenodo v1 (add readme and change dofile)",""
29023,3043ffd,Miklos Koren,"Fri Jul 30 20:06:23 2021 +0200","Edit report, send to author"," (origin/version1)"
29023,626c3a9,Miklos Koren,"Fri Jul 30 20:04:59 2021 +0200","Report",""
29023,387bc95,Miklos Koren,"Fri Jul 30 20:04:30 2021 +0200","Report",""
29023,adc91cb,Miklos Koren,"Fri Jul 30 20:03:55 2021 +0200","Report",""
29023,a1ecc56,csokaimola,"Fri Jul 30 14:36:18 2021 +0200","add annotated README link to report",""
29023,9e24d69,csokaimola,"Fri Jul 30 14:31:44 2021 +0200","add report",""
29023,212a7bd,csokaimola,"Fri Jul 30 14:19:46 2021 +0200","initial commit",""
27104,36b670f,Gergely Attila Kiss,"Fri Aug 13 12:08:53 2021 +0200","update to report"," (tag: accepted, origin/version2)"
27104,aaded07,Gergely Attila Kiss,"Fri Aug 13 11:36:24 2021 +0200","update to zenodo v2"," (HEAD -> author, origin/author, origin/HEAD)"
27104,706fd12,Miklos Koren,"Fri Jul 30 20:11:11 2021 +0200","Edit report, send to author"," (origin/version1)"
27104,710f864,Miklos Koren,"Fri Jul 30 20:10:44 2021 +0200","Report",""
27104,1467351,Miklos Koren,"Fri Jul 30 20:10:17 2021 +0200","Report",""
27104,735cbc8,csokaimola,"Fri Jul 30 15:01:44 2021 +0200","add report",""
27104,516a984,csokaimola,"Fri Jul 30 14:44:10 2021 +0200","add files from zenodo https://zenodo.org/record/5140109#.YQPzPkCxXIV",""
26058,fcc6a00,csokaimola,"Wed Sep 1 13:47:08 2021 +0200","add manuscript and online appendix"," (HEAD -> author, tag: accepted, origin/author, origin/HEAD)"
26058,e94e69d,csokaimola,"Wed Sep 1 13:42:43 2021 +0200","update report"," (origin/version3)"
26058,3c5787e,csokaimola,"Wed Sep 1 13:34:15 2021 +0200","guess this was the report to version2 (based on email forwarded to Trello)",""
26058,5654978,csokaimola,"Wed Sep 1 13:26:49 2021 +0200","add version3",""
26058,6ad78c1,Miklos Koren,"Thu Aug 5 18:57:06 2021 +0200","Report"," (origin/version1)"
26058,ff0ff7c,Miklos Koren,"Thu Aug 5 18:56:48 2021 +0200","Report",""
26058,72ab746,csokaimola,"Thu Aug 5 13:26:06 2021 +0200","add report",""
26058,f142ab1,csokaimola,"Thu Aug 5 12:49:37 2021 +0200","add files from https://doi.org/10.5281/zenodo.5121916",""
26058,a69649d,csokaimola,"Thu Aug 5 12:47:14 2021 +0200","add .gitignore",""
